Id_juego,Nombre,Desarrollador,Año_lanzamiento,Género
735000,Friday the 13th: The Game - Costume Party Counselor Clothing Pack,"IllFonic, LLC.",2017,['Action']
630070,Tengutana,N/D,2017,"Action, Casual, Indie, Simulation"
723890,Don't Make Love,Maggese,2017,"['Casual', 'Indie', 'Simulation']"
737990,Friday the 13th: The Game - Jason Part 4 Pig Splitter Kill Pack,IllFonic,2017,['Action']
723460,Dynasty Feud - The Night Party,Kaia Studios,2017,"['Action', 'Indie']"
742150,Heart of the House,Choice of Games,2017,"['Adventure', 'Indie', 'RPG']"
735950,In Another World With My Smartphone,N/D,2017,['N/D']
735970,Restaurant to Another World,N/D,2017,['N/D']
700620,Temple of Aluxes,N/D,2017,"Adventure, Indie"
713630,Fantasy Grounds - The Sixth Gun: The Winding Way (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
705830,万视VR,深圳市云宙多媒体,2017,['Video Production']
707920,Analemma,Mugle Studio,2017,"['Adventure', 'Casual', 'Indie']"
502780,Avalon: The Journey Begins,NewHopeGames,2017,"['Adventure', 'Indie']"
652190,Emily Wants to Play Too,Shawn Hitchcock,2017,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
566380,Speedball Arena,N/D,2017,"Indie, Sports"
645690,Fantasia of the Wind - 风之幻想曲,Fantasia Studio,2017,"['Adventure', 'Indie', 'RPG']"
735370,Driver Booster 5 Upgrade to Pro (Lifetime),IObit,2017,['Utilities']
592472,FourChords Guitar Karaoke - Matchbox Twenty,Musopia,2017,"['Casual', 'Indie', 'Simulation']"
592473,FourChords Guitar Karaoke - Shawn Mendes,Musopia,2017,"['Casual', 'Indie', 'Simulation']"
592471,FourChords Guitar Karaoke - John Denver,Musopia,2017,"['Casual', 'Indie', 'Simulation']"
565353,FourChords Guitar Karaoke - Little Big Town,Musopia,2017,"['Casual', 'Indie', 'Simulation']"
592470,FourChords Guitar Karaoke - Jessie J,Musopia,2017,"['Casual', 'Indie', 'Simulation']"
741730,Lost in Bardo,Backyard Team,N/D,"['Adventure', 'Indie']"
592474,FourChords Guitar Karaoke - Tim McGraw,Musopia,2017,"['Casual', 'Indie', 'Simulation']"
732840,Nullysun,"Metal Fox,Nullysun Studio",2017,"['Adventure', 'Indie']"
712730,SIMULACRA,Kaigan Games OÜ,2017,"['Adventure', 'Indie', 'Simulation']"
734810,Nullysun Soundtrack,"AllSol,Unknown Hero",2017,"['Adventure', 'Indie']"
580660,Infinite Minigolf - Hangar 37,Zen Studios,2017,"['Casual', 'Indie', 'Sports']"
722070,Hyperide VR,N/D,2017,Action
683510,Akashic Records of Bastard Magic Instructor,N/D,2017,['N/D']
719270,Drop,N/D,2017,"Utilities, Early Access"
721420,FIGHTING BOX,Artur Rezende,2017,"['Casual', 'Indie']"
733490,Fantasy Grounds - Tropicana Campaign Setting (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
741180,Fantasy Grounds - Tropicana: Researchers of the Lost City (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
742780,Fantasy Grounds - Mythic Monsters #11: Devils (PFRPG),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
695870,Fantasy Grounds - Mythic Monsters: Plants (PFRPG),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
742810,Fantasy Grounds - Mythic Monsters #12: Fairy Tale Creatures (PFRPG),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
730180,Bits n Bullets,N/D,2017,"Action, Casual"
630310,The Mummy Demastered,WayForward,2017,"['Action', 'Adventure']"
695260,Clarence,N/D,2017,['N/D']
740020,Juniper's Knot - Donation,Dischan Media,2017,"['Casual', 'Indie']"
726120,Beyond the Wall,For Kids,2017,"['Adventure', 'Casual', 'Indie', 'RPG']"
625980,Yomawari: Midnight Shadows / 深夜廻,"Nippon Ichi Software, Inc.",2017,"['Adventure', 'Strategy']"
711860,Yomawari: Midnight Shadows / 深夜廻 - Digital Soundtrack / デジタル・サウンドトラック,"Nippon Ichi Software, Inc.",2017,"['Adventure', 'Strategy']"
731020,Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 3 - Dreams of the Yellow King (PFRPG),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
673430,Mahjong Magic Islands,Rainbow Games,2017,"['Casual', 'Free to Play']"
738790,SONAR - A Virtual Reality Experience,N/D,2016,['N/D']
705950,Drunk or Dead - Uncensored,4 I Lab,2017,"['Action', 'Indie', 'Simulation']"
668220,Breadwinner VR,N/D,2017,"Casual, Indie, Simulation"
729930,Tales of Terror: House on the Hill Collector's Edition,Deep Shadows Games,2017,"['Adventure', 'Casual']"
729360,Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 2: Turn of the Torrent (PFRPG),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
701290,Legendary Mahjong,IP Izmailov Vladimir Yurievich,2017,"['Casual', 'Indie']"
695220,Mind Blown,N/D,2017,['N/D']
731870,Make Border Great Again!,Light Soft,2017,"['Casual', 'Indie', 'Strategy']"
717330,Halloween Pumpkin Story,Dnovel,2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']"
711110,SQR🔲 3,SlyGames,2017,"['Casual', 'Indie']"
698050,All Our Asias,Sean Han Tani,2017,"['Adventure', 'Indie', 'RPG']"
727730,Shiver,Kowai Sugoi Studios,2017,"['Adventure', 'Indie']"
724600,Another Rocket Game,Games By Nemiz,2017,"['Action', 'Indie']"
591920,Power Tools VR,N/D,2017,"Casual, Simulation"
703920,Bang Bang Fruit 2,Snkl Studio,2017,"['Casual', 'Indie']"
741020,PooSky - Halloween,ByNia,2017,"['Casual', 'Indie']"
731580,MILF,PinkySwear,2017,"['Action', 'Adventure', 'Casual', 'Indie']"
617590,Affliction,Corrosive Studios LLC,2017,"['Action', 'Adventure', 'Indie', 'Early Access']"
724130,Radar Warfare,DreamRoad Productions,2017,"['Action', 'Casual', 'Indie']"
734230,MILF - Artwork,PinkySwear,2017,"['Action', 'Adventure', 'Casual', 'Indie']"
701710,Affliction Archives DLC,Corrosive Studios LLC,2017,"['Action', 'Adventure', 'Indie']"
646900,Affliction Roleplaying Game DLC,Corrosive Studios LLC,2017,"['Action', 'Adventure', 'Indie', 'RPG']"
619120,Affliction Breakout Edition DLC,Corrosive Studios LLC,2017,"['Action', 'Adventure', 'Indie']"
741660,Clash Force - Soundtrack,Spicy Gyro Games,2017,"['Action', 'Indie']"
703620,Clash Force,Spicy Gyro Games,2017,"['Action', 'Indie']"
728420,Rogue Quest: The Vault of the Lost Tyrant,ExperaGameStudio,2017,"['Adventure', 'Indie']"
331870,AER Memories of Old,Forgotten Key,2017,"['Adventure', 'Indie']"
673400,Home Architect - Design your floor plans in 3D,Vicabo GmbH,2017,['Design & Illustration']
725490,NewOld,DolpGames,2017,"['Action', 'Adventure', 'Indie']"
602480,Kartong - Death by Cardboard!,N/D,2018,"Action, Adventure, Casual, Indie"
696470,"House Dating VR: Cute Korean Girl, Sehyun",N/D,2017,"Indie, Simulation"
721380,LOGistICAL: USA - New York,Sacada,2017,"['Casual', 'Indie', 'Strategy']"
734120,Bonbon,Aetheric Games,2017,"['Adventure', 'Indie']"
732080,Lost in New Mexico,N/D,2009,['N/D']
721090,SKYBOX VR Video Player,N/D,2017,Video Production
588080,Numantia,Recotechnology S.L.,2017,['Strategy']
732100,Space Leprechaun - Soundtrack,O.P. Games,2017,['Indie']
598820,Aloha Paradise Hotel,GAMESinFLAMES,2017,"['Free to Play', 'Simulation', 'Strategy']"
646150,Winter Wolves Classic Games Collection,Winter Wolves,2017,"['Simulation', 'Sports', 'Strategy']"
691450,Misao: Definitive Edition,sen,2017,"['Adventure', 'Casual', 'Indie']"
658990,Icycle: On Thin Ice,Damp Gnat,2017,"['Action', 'Adventure', 'Indie']"
723210,Mind Sweeper VR,N/D,2017,"Casual, Strategy"
728460,NASCAR Heat 2 - October Jumbo Expansion,Monster Games,2017,['Racing']
728461,NASCAR Heat 2 - October Value Pack,Monster Games,2017,['Racing']
728462,NASCAR Heat 2 - Free October Toyota Pack,Monster Games,2017,['Racing']
625820,Bionic Battle Mutants,Monkeynetics,2017,"['Indie', 'RPG', 'Strategy']"
728463,NASCAR Heat 2 - Free GameStop Pack,Monster Games,2017,['Racing']
583060,The Cavern,N/D,2017,"Action, Adventure, Casual, Indie, Strategy"
718710,Command: Shifting Sands,WarfareSims,2017,"['Simulation', 'Strategy']"
732410,Metin2-Power Booster Pack,WEBZEN Inc.,2017,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
415170,Engare,Mahdi Bahrami,2017,['Indie']
739620,RADical ROACH: Original Soundtrack,DL Softworks,2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
727220,Nightingale Downs,SimProse Studios,2017,"['Adventure', 'Casual', 'RPG']"
591984,Fishing Planet: Gars&Glory Pack,Fishing Planet LLC,2017,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']"
715550,Lovemakers,N/D,2011,['N/D']
727320,Operation Desert Road,RewindApp,2017,"['Action', 'Indie']"
661830,Lunarsea,"Live in the Game, LLC Self",2017,"['Action', 'Casual', 'Free to Play', 'Indie']"
738870,ClickRaid - Halloween Pets/Cursor,Slikey Games,2017,"['Action', 'Adventure', 'Casual', 'Indie']"
726520,The Merchant Memoirs,Afterthought Studios,2017,"['Casual', 'Indie', 'Simulation']"
658160,ClickRaid,Slikey Games,2017,"['Action', 'Adventure', 'Casual', 'Indie']"
650690,Plumber 3D,GotW Studio,2017,"['Adventure', 'Casual', 'Indie', 'Simulation']"
727590,Stickman - Killer of Apples,Sergej110,2017,"['Action', 'Casual', 'Indie']"
672680,Call of War,Bytro Labs GmbH,2017,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']"
703270,"Run, my little pixel",Zloy Krot Studio,2017,"['Casual', 'Indie']"
725400,Forest Escape,"38,9_Degrees",2017,"['Action', 'Casual']"
717020,Drosoph Hotel,Mythic Chest,2017,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
588120,Capsa,"db.works,Vetron",2017,"['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']"
568460,Ghostory,RigidCore Games,2017,"['Adventure', 'Casual', 'Indie']"
545830,Princess of Tavern Collector's Edition,Far Mills,2017,"['Casual', 'Indie', 'Simulation', 'Strategy']"
732280,Artania – Collector's Pack,SmartHart Games,2017,"['Adventure', 'Indie']"
695250,The Man From Outer Space,N/D,2017,['N/D']
740950,OverKill,Kezarus,2017,"['Action', 'Casual', 'Indie']"
703540,Algorithm,Valut,2017,"['Casual', 'Indie']"
727800,Voxel Tank VR,N/D,2017,Action
741090,Mountains & Clouds Jewel Match,Boogygames Studios,2017,"['Adventure', 'Casual', 'Indie', 'Strategy']"
738940,Gaia's Melody: Echoed Melodies - Ultimate Guidebook,Echo607,2017,"['Adventure', 'Indie', 'RPG']"
729190,KRAKEN,N/D,2017,"Action, Indie"
717720,Cyberia 2: Resurrection,Xatrix Entertainment,1995,"['Action', 'Adventure', 'Strategy']"
730930,BookWars,N/D,2017,['N/D']
676340,Undarkened,Colin Stoddart,2017,"['Adventure', 'Indie', 'RPG']"
711390,Anti Gravity Warriors VR,N/D,2017,"Action, Adventure, Free to Play, Indie"
721950,Last Toon Standing,marutigames,2017,['Action']
730850,In The Shadows - Original Soundtrack,Colorspace Studio,2017,"['Adventure', 'Casual', 'Indie']"
739460,Mahjong Solitaire - Ultimate Video Game Pack 1,Boogygames Studios,2017,"['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']"
724570,MAZ!,XoDupo,2017,"['Casual', 'Indie']"
695600,This Grand Life,Poking Water Games,2017,"['Indie', 'RPG', 'Simulation', 'Early Access']"
727200,Santa's Workshop,Rocket Monster Games,2017,"['Casual', 'Indie', 'Strategy']"
736080,RiffTrax: Night of the Living Dead (Three Riffer Edition),N/D,2009,['N/D']
722050,Dean Daimon,Josh Tam Universe,2017,"['Action', 'Casual', 'Indie', 'Racing']"
699830,Dummy Life,Flying Rain,2017,['Indie']
736140,RiffTrax: Plan 9 from Outer Space (Three Riffer Edition),N/D,2008,['N/D']
722910,LightTrack,APGal,2017,['Casual']
737080,RiffTrax: The Last Slumber Party,N/D,2014,['N/D']
664510,Infernal Racket,Game Soup LLC,2017,"['Action', 'Indie']"
722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋,Wang Wenxi,2017,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
737130,RiffTrax: When a Stranger Calls Back,N/D,2013,['N/D']
716240,Pathstow Mystery VR,N/D,2017,"Adventure, Indie"
720330,VRMakingSense,N/D,2017,"Utilities, Early Access"
576614,Galaxy Girls - Kotoha's Harem,BurstRay Games,2017,"['Adventure', 'Casual', 'Indie']"
713370,Nona,Yorozu,2017,"['Action', 'Casual', 'Indie']"
737920,Galapagos Evolution,N/D,2017,['N/D']
720600,Halloween: Jigsaw Puzzles,ThinkVirtual,2017,['Casual']
736750,Hard West - Printable Posters,CreativeForge Games,2017,"['Adventure', 'Indie', 'RPG', 'Strategy']"
714170,Real Farm - Soundtrack,Triangle Studios,2017,['Simulation']
573680,Real Farm,Triangle Studios,2017,['Simulation']
693670,Molten Armor,Brutal Muse Studio,2017,"['Action', 'Indie', 'Strategy']"
725410,Gaia's Melody: Echoed Melodies,Echo607,2017,"['Adventure', 'Indie', 'RPG']"
717490,Car Mechanic Simulator 2018 - Jeep DLC,Red Dot Games,2017,"['Racing', 'Simulation']"
652000,Quantum Pilot,Quantum Productions,2017,"['Action', 'Indie', 'Strategy']"
693030,Neo Angle,"Yan Sokalau,Dropout Games",2017,"['Adventure', 'Casual', 'Indie']"
636690,Sociable Soccer,Combo Breaker,2017,"['Action', 'Indie', 'Sports', 'Early Access']"
722090,Blue Snake Adventures : Master Level,Bacq Stellan,2017,"['Action', 'Casual', 'Indie']"
731850,Fantasy Grounds - Token Pack 53: More Monsters (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
619800,88 Heroes – H8 Mode Activated!,Bitmap Bureau,2017,"['Action', 'Indie']"
502480,VoxVR,N/D,2017,"Animation & Modeling, Design & Illustration, Utilities"
722080,Blue Snake Adventures,Bacq Stellan,2017,"['Action', 'Casual', 'Indie']"
708800,Dungeons Of Kremlin: Remastered,Uncle Frost Team,2017,"['Action', 'Indie']"
721711,"How to Fool a Liar King - Insert Song ""Issho ni""",no.real,2017,"['Adventure', 'Casual', 'Indie']"
721710,How to Fool a Liar King - Theme Song,no.real,2017,"['Adventure', 'Casual', 'Indie']"
736100,COLDTV,Creability,2017,['Indie']
574962,Wars Across the World: Kavkaz 1804,Strategiae,2017,"['Indie', 'Strategy']"
718040,Super Arcade Boy in Defender of Planet Earth,LoadUpGames.com,2017,['Action']
556780,Neptune: Arena FPS,Francesco Pellaco,2016,"['Action', 'Casual', 'Indie']"
680760,Doodle God - Soundtrack,JoyBits Ltd.,2017,"['Casual', 'Indie', 'Simulation']"
731080,Zaccaria Pinball - Magic Castle 2017 Table,Magic Pixel Kft.,2017,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports']"
710880,Dark Rising,Clear Light Games,2017,"['Indie', 'Strategy']"
729960,Ominous Objects: Phantom Reflection Collector's Edition,Daily Magic Productions,2017,"['Adventure', 'Casual']"
713070,Pray for Death,Light Shock Software s.n.c,1996,['Action']
600230,Epsilon Jump Prime,Energize Labs Inc.,2017,"['Action', 'Indie']"
720640,La Aventura De Axel,Tordrix Games,2017,"['Adventure', 'Indie']"
606080,Sudden Strike 4 - Road to Dunkirk,Kite Games,2017,['Strategy']
723750,The Princess is in Another Castle,Mihai Morosanu,2017,"['Action', 'Casual', 'Indie']"
613470,The Inner World - The Last Wind Monk,Studio Fizbin,2017,"['Adventure', 'Indie']"
675870,Ruby Hunter,Bence Sipka,2017,"['Action', 'Indie']"
729570,222 Hearts,REMIMORY,2017,"['Action', 'Casual', 'Indie']"
704300,Bartender VR Simulator,N/D,2018,"Indie, Simulation"
737350,"Fantasy Grounds - Noble Cause, Bloodied Hands (PFRPG)","SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
728302,UH-1H: Argo Campaign,373vFS Greg,2017,['Simulation']
738140,Fantasy Grounds - Tropicana: Gorillaconda (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
729230,Carried Away OST - Lounging Away by Juhani Junkala,Huge Calf Studios,2017,"['Casual', 'Indie', 'Simulation']"
738110,Fantasy Grounds - Deadlands Reloaded: Guess Who's Coming to Donner? (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
700570,Beyond the Void,B2Expand,2017,"['Free to Play', 'Indie', 'Strategy', 'Early Access']"
738240,Fantasy Grounds - Tropicana: Die Fast... (or die trying) (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
700270,Boratium Wars,"Dataweb, Inc.",2017,"['Action', 'Indie', 'Early Access']"
591986,Fishing Planet: Kayaks Adventure Pack,Fishing Planet LLC,2017,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']"
731750,Andarilho - Vehicles,SC Jogos,2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
726230,The Superlatives: Aetherfall,Choice of Games,2017,"['Adventure', 'Indie', 'RPG']"
645401,Civilization VI - Khmer and Indonesia Civilization & Scenario Pack,Firaxis,2017,['Strategy']
610840,JASEM: Just Another Shooter with Electronic Music,Stas Shostak,2017,"['Action', 'Indie']"
596520,Please - Soundtrack,"Mute Canary,Mauvesic",2017,"['Action', 'Adventure', 'Indie']"
722990,Dungeons of Hell,GoldenGod Games,2017,"['Casual', 'Indie', 'RPG', 'Strategy']"
727110,The Lost Wizard,Firestorm Entertainment,2017,"['Adventure', 'Indie']"
647530,Prime Arena,Nival,2017,"['Action', 'Massively Multiplayer', 'RPG', 'Early Access']"
701580,Ninja Goemon and Immortal Jewels,Azarashi no Yakata,2017,['RPG']
630010,OMSI 2 Add-On HafenCity - Hamburg modern,Darius Bode,2017,['Simulation']
562370,TS Marketplace: Chatham Main Line Scenario Pack 01 Add-On,Trains &amp; Drivers,2017,['Simulation']
718680,Left&Right,VITALII HOLIEV,2017,"['Casual', 'Indie']"
663250,Professional Farmer: American Dream,United Independent Entertainment GmbH,2017,['Simulation']
500212,Train Simulator: BR Class 402 '2-HAL' EMU Add-On,Dovetail Games,2017,['Simulation']
378410,Don't Be Patchman,Naturally Intelligent,2017,"['Action', 'Adventure', 'Indie']"
726580,Game Machines: Arcade Casino,Crabby Team,2017,"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']"
732460,Battle Brothers - Lindwurm,Overhype Studios,2017,"['Indie', 'RPG', 'Strategy']"
643671,FSX Steam Edition - Night Environment: Norway Add-On,Chris Bell – Creative Design Studios,2017,['Simulation']
609822,FSX: Steam Edition - Beechcraft® D17 Staggerwing,Alabeo,2017,['Simulation']
723510,The Cave VR,N/D,2017,"Action, Adventure, Simulation"
614580,Cities: Skylines - Green Cities,Colossal Order Ltd.,2017,"['Simulation', 'Strategy']"
715190,Cities: Skylines - Content Creator Pack: European Suburbia,"Samantha ""Avanya"" Woods",2017,"['Simulation', 'Strategy']"
720480,Flappy Galaxy,Bacq Stellan,2017,"['Action', 'Casual', 'Indie', 'Racing']"
722310,Flappy Galaxy : Master Level,Bacq Stellan,2017,"['Action', 'Casual', 'Indie', 'Racing']"
723650,"Gremlins, Inc. – Famous Figures","Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",2017,"['Indie', 'Strategy']"
722870,The Mind of Marlo,Point Bleep Studios,2017,"['Adventure', 'Indie']"
715990,Maybot Run,Bloodline Games,2017,"['Action', 'Indie']"
727030,Museu do Círio de Nazaré em Realidade Virtual,N/D,2017,"Education, Early Access"
725170,Home Run Solitaire,The Revills Games,2017,"['Casual', 'Indie']"
727280,Scrap,Top Shelf Studios,2017,"['Action', 'Free to Play', 'Indie']"
714760,The Jackbox Party Pack 4 - Soundtrack,"Jackbox Games, Inc.",2017,"['Casual', 'Indie', 'Strategy']"
610180,The Jackbox Party Pack 4,"Jackbox Games, Inc.",2017,"['Casual', 'Indie', 'Strategy']"
715310,Urban Rivals,Acute Games,2017,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']"
705930,The Trace,N/D,2017,Adventure
641910,Bike Rush,N/D,2018,"Action, Casual, Indie, Racing, Simulation"
733810,Clutter VI: Leigh's Story,Puzzles By Joe,2017,"['Casual', 'Indie']"
722680,BLOK DROP NEO,RCMADIAX,2017,"['Casual', 'Indie']"
732500,Strategic Command WWII: Community Pack,Fury Software,2017,['Strategy']
702310,Tricks and Treats,Notus Games Ltd,2017,"['Casual', 'Indie']"
650440,Warbanners,Crasleen Games,2017,"['Indie', 'RPG', 'Strategy']"
716890,Liquidator,Ruaz.404,2017,"['Action', 'Indie']"
726320,Girl Blonde,Laush Dmitriy Sergeevich,2017,"['Adventure', 'Indie']"
674440,Skipper,2xMilk,2017,"['Casual', 'Indie']"
728700,Boston Logan [KBOS] airport for Tower!3D Pro,FeelThere,2017,"['Indie', 'Simulation']"
622370,Freaky Awesome,Mandragora,2017,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
683270,Freaky Awesome OST,Mandragora,2017,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
578720,A Mortician's Tale,Laundry Bear Games,2017,"['Indie', 'Simulation']"
736320,A Mortician's Tale Original Soundtrack,Laundry Bear Games,2017,"['Indie', 'Simulation']"
712420,The Low Road - Win Well - Songs On The Low Road,XGen Studios,2017,"['Adventure', 'Indie']"
708710,Defend Your Castle,XGen Studios,2008,"['Action', 'Casual', 'Indie']"
695380,The Low Road OST,XGen Studios,2017,"['Adventure', 'Indie']"
659630,Tiny Toyfare,Super Suite Studios,2017,"['Action', 'Free to Play', 'Indie', 'Strategy']"
699150,Rex: Another Island,shysaursoft,2017,"['Action', 'Indie']"
676430,PUSH,"Maciej Targoni,Michal Pawlowski",2017,"['Casual', 'Indie']"
526140,The Gallery - Episode 2: Heart of the Emberstone,N/D,2017,"Adventure, Casual, Indie"
626010,Office Space: Idle Profits,Ultrabit,2017,"['Free to Play', 'Simulation']"
721147,Marvel vs. Capcom: Infinite - Nemesis Tyrant Costume,Capcom,2017,['Action']
721149,Marvel vs. Capcom: Infinite - Arthur Fallen Angel Armor Costume,Capcom,2017,['Action']
721148,Marvel vs. Capcom: Infinite - Spencer Gottfried Costume,Capcom,2017,['Action']
734220,Massacre At Noon,N/D,1975,['N/D']
695580,The Art and Design of The Eyes of Ara,100 Stones Interactive,2017,"['Adventure', 'Indie']"
734030,Last Train To Berlin,N/D,1970,['N/D']
628170,Uncharted Waters II / 大航海時代 II,"KOEI TECMO GAMES CO., LTD.",2017,['RPG']
628050,Romance of the Three Kingdoms IX with Power Up Kit / 三國志IX with パワーアップキット,"KOEI TECMO GAMES CO., LTD.",2017,['Strategy']
628120,NOBUNAGA’S AMBITION: Ranseiki with Power Up Kit / 信長の野望・嵐世記 with パワーアップキット,"KOEI TECMO GAMES CO., LTD.",2017,['Strategy']
661920,Claybook,Second Order,2017,"['Action', 'Casual', 'Indie', 'Early Access']"
600000,The St Christopher's School Lockdown,Classroom Graffiti Productions,2017,['Adventure']
342190,Skyworld,N/D,2017,"Indie, Strategy"
664430,WWE 2K18,"Visual Concepts,Yuke's Co., LTD",2017,"['Simulation', 'Sports']"
291550,Brawlhalla,Blue Mammoth Games,2017,"['Action', 'Free to Play', 'Indie']"
591680,Taphouse VR,N/D,2018,"Indie, Simulation"
706060,WWE 2K18 - Season Pass,"Visual Concepts,Yuke's Co., LTD",2017,"['Simulation', 'Sports']"
706080,WWE 2K18 - MyPlayer Kick Start,"Visual Concepts,Yuke's Co., LTD",2017,"['Simulation', 'Sports']"
706070,WWE 2K18 - Accelerator,"Visual Concepts,Yuke's Co., LTD",2017,"['Simulation', 'Sports']"
709172,Tom Clancy's Rainbow Six® Siege - Pulse Desert Grit Set,Ubisoft Montreal,2017,['Action']
699480,The Doorbreaker,Meepower,2017,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
717540,De Mambo,The Dangerous Kitchen,2017,"['Action', 'Indie', 'Early Access']"
643970,Return to Planet X,Butterflyware,2017,"['Action', 'Adventure', 'Indie', 'Early Access']"
457590,Luna Online: Reborn,Funtime,2016,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
685450,Cobos,Anton Shatalov,2017,"['Action', 'Early Access']"
727820,Fantasy Grounds - Investigator Handbook (CoC7E),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
721101,Marvel vs. Capcom: Infinite - Black Panther,Capcom,2017,['Action']
721105,Marvel vs. Capcom: Infinite - Monster Hunter,Capcom,2017,['Action']
721104,Marvel vs. Capcom: Infinite - Sigma,Capcom,2017,['Action']
552440,The Talos Principle VR,N/D,2017,"Action, Adventure, Indie"
605770,Luna,N/D,2017,"Casual, Indie"
721106,Marvel vs. Capcom: Infinite - Captain Marvel Warbird Costume,Capcom,2017,['Action']
721108,Marvel vs. Capcom: Infinite - Joe Fixit Costume,Capcom,2017,['Action']
556260,Gil's Lucid Dreams,Christian Piano,2017,"['Adventure', 'Indie']"
716200,Brian Posehn: 25x2,N/D,2017,['N/D']
637757,Rocksmith® 2014 Edition – Remastered – Bachman-Turner Overdrive Song Pack,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
637758,Rocksmith® 2014 Edition – Remastered – Bachman-Turner Overdrive - “Takin’ Care of Business”,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
637759,Rocksmith® 2014 Edition – Remastered – Bachman-Turner Overdrive - “You Ain’t Seen Nothing Yet”,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
564793,South Park™: The Fractured But Whole™ - Relics of Zaron,Ubisoft San Francisco,2017,['RPG']
564794,South Park™: The Fractured But Whole™ - Season Pass,Ubisoft San Francisco,2017,['RPG']
488790,South Park™: The Fractured But Whole™,Ubisoft San Francisco,2017,['RPG']
698910,Cliffstone Manor,N/D,2017,"Adventure, Simulation"
730770,Rivals of Aether: Ranno and Clairen,Dan Fornace,2017,['Indie']
637760,Rocksmith® 2014 Edition – Remastered – Bachman-Turner Overdrive - “Let It Ride”,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
719380,Blast Lander,10kbit Games,2017,"['Action', 'Casual', 'Indie']"
575890,Katy and Bob Way Back Home,Creobit,2017,"['Casual', 'Strategy']"
688248,"BLUE REFLECTION - Summer Clothes Set A (Hinako, Sarasa, Mao)","KOEI TECMO GAMES CO., LTD.",2017,['RPG']
708930,Dice,Alexander Shvab,2017,"['Casual', 'Indie', 'Simulation']"
688249,"BLUE REFLECTION - Summer Clothes Set B (Yuzu, Shihori, Kei)","KOEI TECMO GAMES CO., LTD.",2017,['RPG']
688250,"BLUE REFLECTION - Summer Clothes Set C (Lime, Fumio, Chihiro)","KOEI TECMO GAMES CO., LTD.",2017,['RPG']
688251,"BLUE REFLECTION - Summer Clothes Set D (Sanae, Ako, Yuri)","KOEI TECMO GAMES CO., LTD.",2017,['RPG']
688252,"BLUE REFLECTION - Summer Clothes Set E (Rin, Kaori, Rika)","KOEI TECMO GAMES CO., LTD.",2017,['RPG']
