Id_juego,Nombre,Género
313780,Conarium,"Adventure, Indie, "
643100,Presidents Day,"N/D, "
459350,Battlesloths 2025: The Great Pizza Wars,"Action, Indie, "
636020,India Garden,"Casual, "
586320,UFO - Unfortunately Fortunate Organisms,"Action, Indie, "
646760,Steve Byrne: Champion,"N/D, "
610130,UltraGoodness,"Action, Indie, "
644690,UltraGoodness - Soundtrack,"Action, Indie, "
602461,Wildilfe Park 3 - Dino Invasion,"Casual, Indie, Simulation, Strategy, "
386140,After The End: The Harvest,"Action, Adventure, Indie, RPG, "
647460,Adventures In Comedy,"N/D, "
615550,StratoBash,"Action, Indie, RPG, "
594730,Far Space VR,"Adventure, Simulation, Casual, Indie, Action, "
339590,Crowman & Wolfboy,"Action, Adventure, Casual, Indie, "
552540,Lotia®,"Indie, RPG, "
521830,H.I.S.T.O.R.Y T.O.R.C.H.K.A,"Casual, Indie, Simulation, "
588070,BrotherZ,"Action, Indie, "
639840,FIELD BREAKING,"Casual, Indie, Simulation, Strategy, Early Access, "
448690,Lionessy Story,"Indie, "
636590,VR SUSHI BAR,"Casual, Simulation, "
507520,Zzzz-Zzzz-Zzzz,"Adventure, Casual, Indie, "
622530,Stoire,"Indie, Early Access, "
622230,Impulse: Space Combat,"Action, Indie, Simulation, Strategy, Early Access, "
638270,Rite of Passage: Child of the Forest Collector's Edition,"Adventure, Casual, "
541210,Cold Waters,"Indie, Simulation, Strategy, "
646820,Might & Mayhem,"Free to Play, Massively Multiplayer, RPG, Strategy, "
642510,Cold Waters - Soundtrack,"Simulation, Strategy, "
419020,Wishmere,"Action, Indie, "
642240,Lucy -The Eternity She Wished For- Ending Theme OST,"Casual, Indie, Simulation, "
629000,Lydia,"Adventure, "
543910,"World of DASM, DASM Spell Quest","Adventure, Casual, RPG, Strategy, Early Access, "
624530,AereA - Soundtrack,"Action, Adventure, Indie, RPG, "
624531,AereA - Artbook,"Action, Adventure, Indie, RPG, "
532920,The Artifact,"Indie, "
562381,Train Simulator: Netherfield: Nottingham Network Route Add-On,"Simulation, "
573660,AereA,"Action, Adventure, Indie, RPG, "
647620,Dream Frontiers Environment Pack,"Animation & Modeling, Design & Illustration, Utilities, "
450630,Woeful Woebots,"Action, Casual, Indie, "
643880,Strikey Sisters,"Action, Adventure, Indie, "
591498,Pixel Puzzles Ultimate - Puzzle Pack: Dolphins,"Casual, Free to Play, Indie, Simulation, Sports, Strategy, "
645430,Mighty Party: Wonder Girls Pack,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy, "
591499,Pixel Puzzles Ultimate - Puzzle Pack: Sunflowers,"Casual, Free to Play, Indie, Simulation, Sports, Strategy, "
574440,Ripple Effect,"Action, Adventure, Casual, Free to Play, Indie, Simulation, Strategy, "
548370,Rezrog,"Adventure, Indie, RPG, "
631560,GUILTY GEAR Xrd REV 2 Upgrade,"Action, "
631554,Additional Character Color - Eclipse (for Answer&Baiken),"Action, "
631553,Additional Character Color - ANSWER,"Action, "
631552,Additional Character Color - BAIKEN,"Action, "
631551,System Voice - ANSWER,"Action, "
511730,Airborne Empires,"Indie, Strategy, Early Access, "
608580,Empires,"Action, Adventure, Early Access, "
631550,System Voice - BAIKEN,"Action, "
619890,Evil Glitch,"Action, "
646410,Jeff Garcia: Low Budget Madness,"N/D, "
645960,Streetball VR - Soundtrack,"Simulation, Sports, "
638260,Myths of the World: Stolen Spring Collector's Edition,"Adventure, Casual, "
605210,The Last Tree,"Action, Adventure, Indie, "
646580,Gallagher: Over Your Head,"N/D, "
490450,Tokyo 42,"Action, Adventure, Indie, "
317600,Company of Heroes: Eastern Front,"Action, Strategy, "
645710,Crazy Catman,"Action, Adventure, Casual, "
632830,Aztec Venture,"Casual, "
609824,FSX Steam Edition: North American AJ-2 Savage Add-On,"Simulation, "
340580,Armed with Wings: Rearmed,"Action, Indie, "
643900,Alvora Tactics,"Indie, RPG, Strategy, "
609825,FSX Steam Edition: North American B-45 Tornado Add-On,"Simulation, "
589280,Stunt Kite Masters VR,"Action, Simulation, Sports, "
622770,Hacktag,"Action, Adventure, Indie, Early Access, "
408520,FORM,"Adventure, Casual, Indie, "
376977,Train Simulator: AT&SF SD45-2 Loco Add-On,"Simulation, "
612160,Splinter Zone,"Action, "
623490,Riley Short: Analog Boy - Episode 1 Soundtrack,"Indie, "
619000,Riley Short: Analog Boy - Episode 1,"Action, Indie, Simulation, "
620280,Freefall,"Action, Casual, Indie, Early Access, "
604240,Shotgun Farmers,"Action, Indie, Early Access, "
639920,Escape The Gray,"Casual, Indie, "
635830,Demon Mark: A Russian Saga,"Adventure, Indie, RPG, "
614950,Shootout on Cash Island,"Action, Indie, Early Access, "
614960,NEONomicon,"Action, Casual, Indie, "
280180,Hover,"Action, Adventure, Indie, Racing, "
590370,Tiny Troopers 2,"Action, Casual, Indie, "
559650,Witch It,"Action, Casual, Indie, Early Access, "
364470,The Elder Scrolls®: Legends™,"Free to Play, "
568930,The Land of Pain,"Adventure, Indie, "
605100,Renzo Racer,"Action, Racing, Early Access, "
377510,XField Paintball 3,"Action, Indie, Simulation, Sports, "
575330,Oh...Sir! The Hollywood Roast,"Adventure, Indie, Simulation, "
621400,7 Witches,"N/D, "
621750,Sing Street,"N/D, "
631220,Puzzle Showdown 4K,"Casual, "
543410,Crowe: The Drowned Armory,"Action, Adventure, Casual, Indie, "
598720,Country of One,"Action, Adventure, Simulation, Early Access, "
645100,Fantasy Grounds - Beasts & Barbarians: Death of a Tyrant (Savage Worlds),"Indie, RPG, Strategy, "
639950,Fantasy Grounds - Prepared! One Shot Adventures (5E),"Indie, RPG, Strategy, "
641280,Fantasy Grounds - A17: Haunting at Rybalka Lodge (PFRPG),"Indie, RPG, Strategy, "
629900,Fantasy Grounds - Blood Vaults of Sister Alkava (5E),"Indie, RPG, Strategy, "
645880,Fantasy Grounds - Threads of the Orb Weaver (5E),"Indie, RPG, Strategy, "
640680,Fantasy Grounds - Rome (BRP),"Indie, RPG, Strategy, "
641030,Fantasy Grounds - Witchcraft (BRP),"Indie, RPG, Strategy, "
643130,Fantasy Grounds - Basic Magic (BRP),"Indie, RPG, Strategy, "
645620,Fantasy Grounds - Hell on Earth (Portrait Pack),"Indie, RPG, Strategy, "
603350,Don't cut your hand,"Action, Casual, Indie, "
642180,Fantasy Grounds - Basic Creatures (BRP),"Indie, RPG, Strategy, "
645850,Fantasy Grounds - Online Gaming Pack #8: Undead & Oozes (Token Pack),"Indie, RPG, Strategy, "
639701,First Strike: Final Hour - Bonus Content,"Indie, "
587000,First Strike: Final Hour,"Action, Indie, Strategy, "
592860,Ride 2 Free Bikes Pack 9,"Racing, Simulation, Sports, "
639700,First Strike: Final Hour - OST,"Indie, "
638020,Castle Wars VR,"Massively Multiplayer, Strategy, "
634810,CW: Chaco War,"Action, Adventure, "
520120,Vanguard V,"Action, Adventure, Indie, Early Access, "
468160,Ancient Go,"Casual, Indie, Strategy, "
467517,Sentinels of the Multiverse - Soundtrack (Volume 6),"Indie, Strategy, "
513190,Voidrunner,"Action, Casual, Indie, Early Access, "
638680,Flight to Eternity,"Adventure, Casual, Indie, Strategy, "
640070,Tanki Online – Steam Pack,"Action, Free to Play, Massively Multiplayer, "
583890,Balthazar's Dream,"Action, Adventure, Indie, "
598021,Mafia III: Stones Unturned,"Action, Adventure, "
527100,Star Trek™: Bridge Crew,"Casual, RPG, Simulation, "
523110,VEGAS Movie Studio 14 Steam Edition,"Audio Production, Video Production, "
634300,Knucklebones,"N/D, "
618550,Chess of Blades,"Casual, Indie, "
620530,Mirt. Tales of the Cold Land. Chapter one,"Adventure, Casual, Free to Play, Indie, "
592390,Radline: Quarantine,"Action, Indie, "
365810,Flying Tigers: Shadows Over China,"Action, Adventure, Casual, Indie, Simulation, "
640230,theHunter™: Call of the Wild - Shooting Range,"Adventure, Simulation, Sports, "
641940,The Last Sanctuary VR,"Action, Indie, Simulation, Sports, "
643600,Quadrant M4,"Action, Casual, Indie, Strategy, "
645250,Zaccaria Pinball - Earth Wind Fire 2017 Table,"Casual, Free to Play, Simulation, Sports, "
614180,Istrolid - Curves and Shadows,"Free to Play, Indie, Strategy, "
643890,flChess,"Indie, Sports, "
581951,Dungeon Rushers - Pirates Skins Pack,"Adventure, Indie, RPG, Strategy, "
620130,Chaos Town,"Action, Indie, RPG, "
640390,Chaos Town - Shape & Skin Pack,"Action, Adventure, Indie, "
637640,The Glade,"Action, Adventure, Indie, RPG, "
427610,NC Tower Defense 2,"Action, Adventure, Indie, Strategy, "
580300,Super Stone Legacy,"Action, Adventure, Indie, RPG, "
618170,MIND CUBES ⬛ Inside the Twisted Gravity Puzzle,"Action, Casual, Indie, "
577230,Three Kingdoms: The Last Warlord | 三国志:汉末霸业,"Indie, Simulation, Strategy, Early Access, "
591080,Undead Hunter,"Action, Adventure, Indie, "
605220,Get CARNAGE!!!,"Action, Indie, "
631780,Amnesia Fortnight,"Game Development, "
578800,Phantom,"Adventure, Indie, RPG, Early Access, "
342660,Brawlerz Nitro,"Action, Sports, Strategy, Early Access, "
523780,Emily is Away Too,"Adventure, Casual, Indie, RPG, Simulation, "
599100,Green Cat,"Adventure, Indie, "
627140,The Shack,"N/D, "
504450,StarSmashers,"Action, Adventure, Indie, Strategy, "
493200,RiME,"Adventure, "
643710,Dan Levy: Lion,"N/D, "
638040,Gina Yashere: Skinny B*tch,"N/D, "
639891,Pinball Arcade: Season Seven Pro Pack,"Free to Play, Simulation, "
496460,Life is Feudal: Forest Village,"Indie, Simulation, Strategy, "
639890,Pinball Arcade: Season Seven Table Pack,"Free to Play, Simulation, "
643750,Climate Hustle,"N/D, "
612620,Detective Butler: Maiden Voyage Murder,"Adventure, Casual, Free to Play, Indie, "
633430,Trail of Destruction,"Action, Indie, "
644110,Lone Pirate VR,"Action, Adventure, "
614870,Detective Butler: Maiden Voyage Murder - Soundtrack,"Adventure, Casual, Free to Play, Indie, "
644360,MidBoss Original Soundtrack,"Casual, Indie, RPG, Strategy, "
561740,MidBoss,"Casual, Indie, RPG, Strategy, "
396750,EVERSPACE™,"Action, Indie, "
643460,TANE DLC: BNSF GP38-2 Pumpkins (2 Pack),"Simulation, "
613970,Bravery: Rise of The Last Hero,"Action, Adventure, Indie, RPG, Early Access, "
639460,Zombie Riot,"Action, Adventure, Casual, Indie, RPG, Strategy, "
571170,Ghostlight Manor Soundtrack,"Adventure, Casual, Indie, Strategy, "
626620,FreeStyleFootball - Liu Package,"Action, Casual, Free to Play, Indie, Sports, "
642540,The Fidelio Incident - Soundtrack,"Adventure, Indie, "
438740,Friday the 13th: The Game,"Action, "
602670,方块传说,"Action, Adventure, Casual, Free to Play, RPG, "
624560,Medusa's Labyrinth VR,"Action, Indie, "
586920,Empyrean Frontier,"Action, Indie, Strategy, Early Access, "
622320,Nano Project,"Action, Adventure, Indie, "
588090,Starving,"Casual, Indie, "
640400,Cosmic Trip - Soundtrack,"Action, Adventure, Strategy, "
640720,CAD XR,"Animation & Modeling, Design & Illustration, Utilities, "
625040,Ophidia,"Action, Adventure, Casual, Indie, Strategy, "
641970,Hartsfield–Jackson Atlanta  [KATL] airport for Tower!3D Pro,"Indie, Simulation, "
635270,Through The Dark: Prologue,"Action, Adventure, Indie, RPG, Strategy, "
607720,VR Darts,"Casual, Indie, Simulation, Sports, "
594370,Crazy Fishing,"Action, Casual, Indie, Sports, "
623230,Operation: Arctic Hawk,"Action, Indie, "
617830,SUPERHOT VR,"Action, Indie, "
504050,Planet Nomads,"Action, Adventure, Indie, Simulation, Early Access, "
376410,Acaratus,"Adventure, Indie, RPG, Strategy, "
608760,Doodle Devil,"Casual, Indie, Simulation, "
460810,Vanquish,"Action, "
352460,Dead Realm,"Action, Adventure, Indie, Strategy, "
592020,SmuggleCraft,"Action, Adventure, Indie, Racing, Sports, "
598680,Master of Magic Chess,"Massively Multiplayer, RPG, Strategy, "
633440,Unit 4,"Action, Indie, "
513112,TS Marketplace: LMS P1&P2 BR Crimson & Cream Coach Pack Add-On,"Simulation, "
513113,TS Marketplace: LMS P1&P2 BR Maroon Coach Pack Add-On,"Simulation, "
452060,Caveblazers,"Action, Adventure, Indie, "
513114,TS Marketplace: LMS P1&P2 LMS Late Coach Pack Add-On,"Simulation, "
513111,TS Marketplace: LMS P1&P2 LMS Early Coach Pack Add-On,"Simulation, "
641430,Caveblazers Soundtrack,"Action, Adventure, Indie, "
489370,Quarantine,"RPG, Simulation, Strategy, "
638180,Creativerse - Welcome Bundle,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, "
576320,Economic Conquest,"Casual, Indie, Simulation, Strategy, "
625700,Global Soccer Manager 2017,"Casual, Indie, Simulation, Sports, Strategy, "
627700,Tank Blast Official Soundtrack,"Action, Casual, Indie, "
629720,Fuzecat,"Action, Indie, "
610040,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Avatar Ornament Set / 紛れ込みアバター君,"Simulation, "
590221,Rocksmith® 2014 Edition – Remastered – 80s Mix Song Pack III,"Casual, Simulation, "
590222,Rocksmith® 2014 Edition – Remastered – Black Flag - “Rise Above”,"Casual, Simulation, "
590223,Rocksmith® 2014 Edition – Remastered – REO Speedwagon - “Take It on the Run”,"Casual, Simulation, "
590224,Rocksmith® 2014 Edition – Remastered – Queen - “I Want It All”,"Casual, Simulation, "
572410,Steel Division: Normandy 44,"Action, Simulation, Strategy, "
595740,SAMURAI WARRIORS: Spirit of Sanada,"Action, "
490170,Mind OVR Matter,"Action, Indie, "
615780,Nancy Drew®: Treasure in the Royal Tower,"Adventure, "
468000,Impact Winter,"Adventure, Indie, Simulation, "
639550,The Path of Greatest Resistance - Body Tracking with Vive Trackers,"Action, "
577131,The Art of TY the Tasmanian Tiger,"Action, Adventure, Indie, "
577130,TY the Tasmanian Tiger Soundtrack,"Action, Adventure, Indie, "
422030,ReVeN: XBridge,"Action, Indie, RPG, "
638900,Defenders of the Realm VR,"Strategy, "
624830,Battle Summoners VR,"Action, Indie, RPG, Simulation, Strategy, Early Access, "
628240,Heart's Medicine - Hospital Heat - Soundtrack,"Adventure, Casual, Indie, Simulation, "
632070,The Fidelio Incident,"Adventure, Indie, "
386200,STLD Redux: Episode 02,"Action, Adventure, Casual, Indie, Strategy, "
605990,Heart's Medicine - Hospital Heat,"Adventure, Casual, Indie, Simulation, "
632380,Bionic Attack,"Indie, Strategy, "
585000,Formula E powered by Virtually Live,"Free to Play, Racing, Simulation, Sports, "
604490,Running Through Russia,"Adventure, Casual, Indie, Early Access, "
575770,Dangerous Bullets,"Action, Adventure, Indie, RPG, "
603130,Masked Shooters,"Action, Indie, "
641020,S.K.I.L.L. - Special Force 2 - Specialist Pack,"Action, Adventure, Free to Play, Sports, Strategy, "
635370,Tower!2011:SE - Washington [KIAD] Airport,"Indie, Simulation, "
640200,Metin2 - Rising Hero Pack,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, "
543390,Aeon,"Action, Adventure, Casual, Indie, RPG, Simulation, "
612520,Sudden Strike 2 Gold,"Strategy, "
612300,Sudden Strike Gold,"Strategy, "
616810,Maski VR,"Video Production, "
639070,Dropzone - Pilot Pack: Threshing Trio,"Action, Free to Play, Strategy, "
612540,Sudden Strike 3,"Strategy, "
554220,Oafmatch,"Casual, Indie, RPG, "
633130,Nongünz,"Action, Indie, "
636290,Nongünz Soundtrack,"Action, Indie, "
637001,Slayaway Camp - Supernatural Forces Killer Pack,"Casual, Indie, Strategy, "
637000,Slayaway Camp - Monthly Murderers Series 1,"Casual, Indie, Strategy, "
596280,You Are God,"Indie, Simulation, Strategy, Early Access, "
641440,World of Guns: Revolver Pack #1,"Free to Play, Indie, Simulation, "
597150,Hyper Knights,"Action, Adventure, Indie, "
376490,The Great Gatsby: Secret Treasure,"Adventure, Casual, Indie, "
591370,Production Line,"Indie, Simulation, Strategy, Early Access, "
568420,Donut Distraction,"Casual, Indie, Early Access, "
636480,Ravenfield,"Action, Indie, Early Access, "
389280,Flight Sim World,"Simulation, Early Access, "
599560,Ghost Files: The Face of Guilt,"Adventure, Casual, "
619680,Assetto Corsa - Ready To Race Pack,"Indie, Racing, Simulation, Sports, "
607400,Necrosphere,"Action, Indie, "
525031,Watch_Dogs® 2 - No Compromise,"Action, Adventure, "
638860,Bokida - Heartfelt Reunion Soundtrack,"Adventure, Indie, "
506750,AM Model Viewer,"Animation & Modeling, Design & Illustration, "
571690,FaceRig Studio - Personal,"Animation & Modeling, Video Production, "
513115,TS Marketplace: British Railways S15 Livery Pack Add-On,"Simulation, "
616880,No Stick Shooter,"Action, Indie, "
506730,Dinosaur Forest,"Action, Indie, "
591140,Disc League,"Action, Indie, Sports, Early Access, "
639150,Timore 5: The Flood,"Indie, "
555300,The Surge - CREO Special Employee Kit,"Action, RPG, "
600630,Spaceship Looter,"Action, Adventure, Indie, RPG, "
616420,Edge of Atlantis,"Action, Adventure, Indie, RPG, Simulation, Early Access, "
634260,Getting Schooled,"N/D, "
627980,DOA5LR Rodeo Time Costume Set,"Action, "
628820,ALaLa: Wake Mi Up!,"Adventure, Casual, Indie, Strategy, "
534780,XGun-Weapon Evolution,"Action, Casual, Indie, Early Access, "
594980,Super Amazeballs,"Action, Adventure, Casual, Indie, Racing, Simulation, "
636131,X-Plane 11 - Add-on: Aerosoft - Airport Oslo,"Simulation, "
628410,Arctic Adventure: Episodes,"Action, Adventure, Free to Play, "
636930,Soundscape - Demo Edition,"Adventure, Casual, Free to Play, Massively Multiplayer, RPG, Simulation, "
569370,Bitdude,"Casual, Free to Play, Indie, "
605951,Mark II “Falling Closet” - Awesomenauts Droppod,"Action, Indie, Strategy, "
622540,The Frost,"Adventure, Indie, Early Access, "
601670,Arma 3 Jets,"Action, Simulation, Strategy, "
462440,ROKH,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access, "
616500,Star Realms - Colony Wars,"Strategy, "
548830,Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Art Book / デジタル・アートブック,"RPG, "
629370,Runic Rampage - Soundtrack,"Action, Adventure, Indie, RPG, "
624080,Cyberia,"Action, Adventure, Simulation, "
634310,Blood Punch,"N/D, "
484830,Deep Blue 3D Maze,"Action, Adventure, Casual, Indie, "
616740,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,"Adventure, Casual, Indie, "
639760,Old Man's Journey - Soundtrack,"Adventure, Indie, "
581270,Old Man's Journey,"Adventure, Casual, Indie, "
639030,Unexplored Ripley Run,"Action, Adventure, Indie, RPG, "
630900,Illwinter's Floorplan Generator,"Design & Illustration, Utilities, Early Access, "
448198,Train Simulator: B&O Kingwood Branch: Tunnelton - Kingwood Route Add-On,"Simulation, "
614009,X-Plane 11 - Add-on: Aerosoft - Airport Anchorage,"Simulation, "
628450,Magnificent Ships: Volume 2,"Casual, Indie, "
635340,Talisman: The Horus Heresy - Heroes & Villains 4,"Strategy, "
464150,Regalia: Of Men and Monarchs,"Indie, RPG, Strategy, "
616950,Beholder - Blissful Sleep,"Adventure, Indie, Strategy, "
548831,Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Soundtrack / デジタル・サウンドトラック,"RPG, "
590215,Rocksmith® 2014 Edition – Remastered – Grateful Dead Song Pack,"Casual, Simulation, "
548810,Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル,"RPG, "
590216,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Truckin’”,"Casual, Simulation, "
590217,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Uncle John’s Band”,"Casual, Simulation, "
590218,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Casey Jones”,"Casual, Simulation, "
636210,Fantasy Grounds - Brigands (Token Pack),"Indie, RPG, Strategy, "
590219,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Friend of the Devil”,"Casual, Simulation, "
633020,Fantasy Grounds - Frozen North (Token Pack),"Indie, RPG, Strategy, "
636780,Fantasy Grounds - B02: Happiness in Slavery (PFRPG),"Indie, RPG, Strategy, "
630690,Interplay Solitaire,"Casual, "
635020,RIFT - Celestial Adventurer's Pack,"Free to Play, Massively Multiplayer, RPG, "
629890,Fantasy Grounds - Dungeons & Dragons - Lair Assault: Attack of the Tyrantclaw (5E),"Indie, RPG, Strategy, "
344210,Qbeh-1: The Atlas Cube - Official Soundtrack,"Adventure, Casual, Indie, "
632740,Equilibrium Of Divinity - Original Soundtrack,"Indie, RPG, "
378540,The Surge,"Action, RPG, "
633150,Mythlink,"Action, Indie, "
599840,Planet RIX-13,"Adventure, Indie, "
633600,Creatures Such as We,"Adventure, Indie, RPG, "
630390,Safari Venture,"Casual, "
512060,Stay! Stay! Democratic People's Republic of Korea!,"Adventure, Indie, RPG, "
529360,Void Rangers,"Action, Indie, "
455190,Domain Defense VR,"Casual, Indie, Strategy, "
633580,Neighbourhood Necromancer,"Adventure, Indie, RPG, "
602070,Plasma Puncher,"Action, Casual, Indie, "
461900,The Dream Machine: Chapter 6,"Adventure, Casual, Indie, "
634270,Excess Flesh,"N/D, "
634330,My Bloody Banjo,"N/D, "
602560,Forged Adventure,"Indie, RPG, Early Access, "
509880,"The End o,,,o","Action, Adventure, Indie, "
572980,Star Dust: The Book of Earth (VR),"Action, "
614540,Forged Adventure Soundtrack,"Indie, RPG, "
629150,Making of Furi,"N/D, "
557330,>//:System.Hack,"Indie, RPG, Simulation, Early Access, "
636700,Crappy Day Enhanced Edition,"Adventure, Casual, Indie, "
635040,Freeze Climbing,"Action, Indie, Simulation, "
636130,X-Plane 11 - Add-on: Aerosoft - Airport Dallas/Fort Worth International,"Simulation, "
580620,Redout - Neptune Pack,"Racing, "
635780,#monstercakes OST,"Casual, Indie, "
589870,Learn to Fly 3,"Action, Casual, Free to Play, Indie, Simulation, Strategy, "
599990,SecondSpeed,"Action, Adventure, Indie, Simulation, Sports, Early Access, "
617430,A Butterfly in the District of Dreams,"Casual, Indie, "
607030,Jade's Journey 2,"Adventure, Casual, Indie, RPG, Strategy, "
603610,AEGIS 2186,"Action, Indie, Early Access, "
546930,Machine Hunt,"Action, Indie, "
637030,Two Worlds Soundtrack by Harold Faltermayer,"RPG, "
631660,Immersion Chess,"Casual, Free to Play, Sports, Strategy, "
633963,Two Worlds II - Digital Deluxe Content,"RPG, "
633960,Two Worlds II - Soundtrack,"RPG, "
633961,Two Worlds II - PotFF Soundtrack,"RPG, "
604280,X-Blades - Digital Deluxe Content,"Action, Adventure, RPG, "
516790,Fat Mask,"Action, Indie, "
395940,Scribbled Arena,"Action, Indie, Massively Multiplayer, Early Access, "
597700,OVIVO,"Adventure, Indie, "
635870,OVIVO Soundtrack by Brokenkites + Artbook,"Adventure, Indie, "
604290,X-Blades - Soundtrack,"Action, Adventure, RPG, "
563370,Don't Touch The Zombies,"Action, Casual, Indie, "
612550,Skara - Basic Pack - Rewards,"Action, Free to Play, Indie, RPG, "
613700,Skara - Starter Pack - Rewards,"Action, Free to Play, Indie, RPG, "
613710,Skara - Premium Pack - Rewards,"Action, Free to Play, Indie, RPG, "
630470,Solitaire Club,"Casual, "
620050,Start10,"Utilities, "
631990,"Remember, Remember","Adventure, Indie, Strategy, "
600580,Dark Mechanism - Virtual reality,"Casual, "
629810,Galact Quest,"Casual, "
631610,ICARUS.1 - PROTOTYPE EDITION,"Action, Indie, "
609970,Renowned Explorers: The Emperor's Challenge,"Adventure, Indie, RPG, Strategy, "
628520,Rozkol,"Action, Adventure, Indie, Simulation, "
610050,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Crashed UFO,"Simulation, "
624020,Robotpencil Presents: Insight: Design Cool Factor,"Design & Illustration, "
635580,WAVESHAPER: Original Soundtrack,"Indie, "
218760,Mixcraft 8 Home Studio,"Audio Production, Utilities, Video Production, "
630980,LEGO® Batman 'The Batmersive Experience',"N/D, "
632280,Under the Canopy,"N/D, "
633210,The Hunger Games 360,"N/D, "
630530,Pixvana 360 Production Series,"N/D, "
633140,The Blank Canvas - Hacking Nature,"N/D, "
613220,Steam 360 Video Player,"N/D, "
627320,Alien Covenant In Utero,"N/D, "
627290,Red vs Blue 360,"Action, "
623131,Battlezone - Hi-Viz Skins Pack,"Action, "
623134,Battlezone - All Skins Pack,"Action, "
613790,RED CUBE VR,"Action, Adventure, Indie, Simulation, Early Access, "
615090,Royal Offense,"Indie, RPG, Strategy, "
558835,Battlezone - Cannon Turret (Bobblehead),"Action, "
623133,Battlezone - Bobblehead Pack,"Action, "
594450,Battlezone - Classic Camo (Skin),"Action, "
619590,CubeBall VR,"Casual, Indie, Simulation, "
623130,Battlezone - Military Camo Skins Pack,"Action, "
594460,Battlezone - Classic Tiger (Skin),"Action, "
623132,Battlezone - Safari Camo Skins Pack,"Action, "
594454,Battlezone - Digital Camo (Skin),"Action, "
594430,Battlezone - Classic Neon (Skin),"Action, "
594440,Battlezone - Flame Neon (Skin),"Action, "
594464,Battlezone - Green Tiger (Skin),"Action, "
594433,Battlezone - Hot Neon (Skin),"Action, "
558833,Battlezone - Joust Knight (Bobblehead),"Action, "
558830,Battlezone - Judge Dredd (Bobblehead),"Action, "
558831,Battlezone - Judge Death (Bobblehead),"Action, "
558836,Battlezone - Missile Turret (Bobblehead),"Action, "
594451,Battlezone - Modern Camo (Skin),"Action, "
594453,Battlezone - Natural Camo (Skin),"Action, "
594461,Battlezone - Red Tiger (Skin),"Action, "
617030,Landless,"Action, Adventure, Casual, Indie, RPG, Simulation, Early Access, "
416210,Block'hood,"Indie, Simulation, Strategy, "
594463,Battlezone - Pink Tiger (Skin),"Action, "
617630,Shadow Mist,"Adventure, Casual, Indie, Strategy, "
625370,A SECOND BEFORE US,"Adventure, Indie, "
635190,Puppy Doge VR,"Casual, Indie, Simulation, "
608540,Blastercell,"Action, Casual, Indie, "
629990,OMSI 2 Add-On Citybus i280 Series,"Simulation, "
629791,EVE Online: 240 PLEX,"Free to Play, Massively Multiplayer, RPG, "
629792,EVE Online: 500 PLEX,"Free to Play, Massively Multiplayer, RPG, "
629793,EVE Online: 1100 PLEX,"Free to Play, Massively Multiplayer, RPG, "
629794,EVE Online: 2860 PLEX,"Free to Play, Massively Multiplayer, RPG, "
629790,EVE Online: 110 PLEX,"Free to Play, Massively Multiplayer, RPG, "
629795,EVE Online: 7430 PLEX,"Free to Play, Massively Multiplayer, RPG, "
629796,EVE Online: 15400 PLEX,"Free to Play, Massively Multiplayer, RPG, "
599490,Bounty Killer,"Action, Indie, RPG, Early Access, "
558750,Goaltender VR,"Casual, Sports, "
629080,Beyond: Light Advent Collector's Edition,"Adventure, Casual, "
620580,Calico & Co.,"Adventure, Casual, Indie, Early Access, "
581120,Griptape Backbone,"Indie, "
632930,Strip Club Massacre,"N/D, "
450860,Andarilho,"Action, Adventure, Casual, Indie, Simulation, Early Access, "
628460,Lily of the Valley,"Casual, Indie, "
630340,Lily of the Valley - Original Soundtrack,"Casual, Indie, "
635380,Tower!2011:SE - La Guardia [KLGA] Airport,"Indie, Simulation, "
612610,Bombinator,"Action, Free to Play, Indie, Early Access, "
591960,Animation Throwdown: The Quest for Cards,"Adventure, Free to Play, RPG, Strategy, "
634030,Monster Slayers - Fire and Steel Expansion,"Action, Indie, "
617020,OMEGA PATTERN - VISUAL NOVEL,"Adventure, Indie, Simulation, "
617580,PhotoPad,"Design & Illustration, Photo Editing, "
609170,Drummer Talent VR,"Casual, Indie, Simulation, Early Access, "
628700,The Flaws of Gravity,"Adventure, Free to Play, Indie, "
581670,The Astral Hero,"Action, Adventure, Indie, "
370660,Opaline,"Adventure, Casual, Indie, RPG, "
632750,StarPlayerVR,"Utilities, Video Production, "
616650,RetroFighter VR,"Action, Casual, Indie, Simulation, Early Access, "
632870,Human: Fall Flat Official Soundtrack,"Adventure, Indie, "
